customer_id,age,gender,subscription_type,monthly_fee,subscription_months,login_frequency,session_duration,support_tickets,payment_failures,last_active_days,customer_satisfaction,feature_usage_score,referrals,engagement_score,churn
105646,37,Male,Standard,19.779999999999998,7,3,15.13,3,0,6,10.0,52.6,0,39.0,0
105647,54,Female,Premium,41.61,28,4,42.69,3,1,19,7.9,47.3,1,36.7,1
105648,59,Female,Standard,19.869999999999997,59,7,6.1,0,1,55,10.0,57.2,2,41.3,1
105649,34,Female,Basic,11.44,58,8,26.58,0,1,1,7.6,52.4,1,37.9,0
105650,64,Other,Standard,19.08,37,3,62.7,0,0,8,7.6,86.8,0,49.7,0
105651,48,Male,Premium,39.22,15,5,6.55,1,0,18,6.1,80.5,1,39.6,0
105652,25,Female,Standard,21.189999999999998,30,10,21.84,0,0,1,4.4,97.3,1,45.4,0
105653,32,Female,Standard,19.33,40,9,67.3,2,1,6,4.3,73.3,1,42.6,0
105654,48,Male,Basic,14.4,10,7,42.02,0,0,11,9.3,46.5,0,40.7,0
105655,47,Other,Standard,21.119999999999997,12,8,46.41,1,2,8,7.0,59.8,0,41.1,0
105656,63,Male,Basic,10.040000000000001,17,6,27.1,3,0,25,8.1,68.7,0,42.8,1
105657,37,Female,Basic,11.63,48,12,9.98,0,1,8,8.0,67.2,1,43.3,0
105658,56,Female,Standard,19.029999999999998,30,5,60.21,0,1,4,4.9,45.9,2,32.8,0
105659,29,Female,Basic,11.84,1,12,8.38,0,0,49,8.7,33.5,1,34.4,0
105660,66,Female,Standard,21.779999999999998,36,11,7.48,1,0,21,7.3,44.9,2,34.4,0
105661,34,Male,Premium,42.5,40,4,6.51,0,0,21,9.4,13.2,1,25.5,0
105662,59,Female,Basic,9.11,59,13,15.74,1,0,0,7.2,58.7,1,40.3,0
105663,47,Male,Standard,17.54,24,12,21.06,0,0,9,6.9,77.3,0,45.3,0
105664,46,Female,Standard,18.77,38,5,16.71,0,0,10,6.6,77.0,1,40.7,0
105665,36,Female,Basic,9.43,21,10,5.82,1,0,34,8.1,59.4,0,39.7,0
105666,63,Female,Standard,23.32,42,6,32.04,2,0,2,7.9,38.7,1,34.0,0
105667,28,Male,Standard,24.38,32,7,2.21,1,1,9,9.3,62.7,0,41.2,0
105668,51,Female,Standard,20.68,58,6,17.16,1,0,23,5.9,50.2,0,31.8,0
105669,67,Female,Premium,40.010000000000005,18,5,13.82,1,1,16,8.4,99.5,1,50.7,0
105670,24,Female,Standard,19.29,13,5,27.76,3,1,10,9.2,57.7,0,41.3,1
105671,61,Male,Premium,41.64,37,7,10.45,2,0,9,7.1,38.9,0,30.5,1
105672,51,Male,Standard,24.369999999999997,44,11,14.63,1,0,2,4.7,46.7,1,30.5,0
105673,37,Male,Basic,13.56,21,7,3.05,0,0,10,7.5,51.8,0,34.4,0
105674,67,Female,Standard,22.27,18,6,22.12,3,1,20,8.5,59.1,0,40.2,1
105675,55,Female,Basic,12.24,40,10,38.17,3,1,45,7.4,69.5,1,44.9,1
105676,41,Other,Standard,21.65,46,8,11.33,2,0,28,7.7,51.8,2,36.2,0
105677,27,Male,Standard,19.9,47,9,14.0,0,0,12,8.7,73.6,0,45.5,0
105678,49,Male,Standard,18.52,26,9,21.95,1,0,7,10.0,80.9,0,51.2,0
105679,69,Female,Basic,9.950000000000001,5,9,6.8,1,1,3,6.5,28.3,0,26.7,0
105680,32,Female,Standard,20.83,5,3,7.53,1,0,25,6.7,62.0,0,34.3,0
105681,54,Female,Basic,7.08,31,3,21.77,1,0,26,8.5,52.8,0,36.8,0
105682,37,Female,Standard,19.68,28,5,37.07,0,0,12,7.2,19.3,0,26.8,0
105683,20,Male,Standard,18.34,49,3,17.97,0,1,23,6.0,25.0,3,23.0,1
105684,54,Female,Premium,42.02,13,11,30.23,1,0,32,8.6,39.3,0,37.8,0
105685,57,Female,Basic,8.89,49,7,13.48,0,0,15,7.3,67.3,0,39.8,0
105686,25,Female,Standard,20.65,11,9,1.73,1,0,11,5.5,47.9,1,30.1,0
105687,57,Male,Standard,18.59,1,6,13.15,0,0,3,7.2,81.0,0,43.2,0
105688,61,Male,Premium,43.190000000000005,24,10,1.83,0,0,14,5.1,83.2,0,40.4,0
105689,40,Male,Standard,16.59,13,2,20.49,0,0,3,8.0,67.1,0,39.4,0
105690,57,Female,Basic,10.94,58,7,46.9,0,0,3,5.3,42.2,1,32.0,0
105691,28,Male,Standard,17.439999999999998,18,6,32.72,0,0,1,7.0,27.0,0,28.7,0
105692,63,Male,Standard,18.97,24,10,14.35,1,1,10,6.0,48.6,1,33.2,0
105693,25,Male,Standard,20.4,29,11,2.75,0,0,0,6.9,62.0,0,38.2,0
105694,46,Female,Premium,40.5,28,11,23.25,0,0,5,9.2,61.4,0,44.9,0
105695,47,Male,Basic,10.450000000000001,38,6,19.37,1,0,0,7.9,38.3,0,32.4,0
105696,27,Female,Premium,40.29,45,5,13.2,2,0,18,7.5,40.4,0,31.1,0
105697,56,Male,Basic,8.71,53,5,2.0,2,0,2,5.9,43.6,0,27.6,0
105698,45,Male,Premium,39.660000000000004,22,8,16.52,1,0,19,4.6,91.3,0,42.4,0
105699,66,Female,Premium,40.050000000000004,20,7,27.62,0,1,11,9.7,63.9,0,45.1,0
105700,53,Male,Standard,20.38,11,14,16.19,0,0,62,8.2,51.2,0,40.6,0
105701,30,Male,Standard,19.86,51,7,5.96,2,0,55,7.3,67.8,1,39.1,1
105702,49,Male,Basic,11.45,59,6,40.87,0,1,4,3.9,34.7,1,25.8,0
105703,53,Female,Basic,10.18,20,7,25.59,0,0,50,7.5,55.4,1,38.0,0
105704,54,Female,Basic,10.39,41,7,7.15,2,0,19,4.0,47.0,0,26.4,0
105705,43,Male,Basic,9.22,13,4,31.35,0,0,10,7.3,63.4,0,39.1,0
105706,39,Male,Standard,17.889999999999997,47,4,37.26,1,0,3,7.6,48.0,2,35.7,0
105707,21,Other,Basic,10.3,24,7,16.95,1,0,48,8.2,49.7,0,36.7,0
105708,48,Female,Premium,42.400000000000006,43,12,6.27,7,0,6,9.3,75.0,0,47.8,0
105709,35,Male,Standard,20.88,24,12,21.63,2,0,4,5.3,28.4,0,27.5,0
105710,55,Female,Standard,18.36,48,5,6.59,2,0,6,6.3,60.3,1,33.9,1
105711,41,Female,Standard,21.619999999999997,17,5,2.08,1,0,4,6.7,55.8,0,32.9,0
105712,40,Female,Basic,9.32,5,2,3.13,0,0,27,4.5,50.7,4,25.6,0
105713,39,Male,Basic,11.42,54,10,21.27,2,1,36,7.5,42.6,0,35.1,1
105714,19,Male,Basic,9.25,30,11,8.03,0,0,21,9.1,9.9,0,27.6,0
105715,48,Male,Standard,20.7,14,6,20.1,1,1,12,6.4,28.5,0,26.6,0
105716,28,Female,Standard,18.95,15,9,25.5,0,2,0,5.9,54.4,1,35.5,0
105717,45,Female,Basic,9.0,9,7,41.64,1,0,14,8.3,71.8,1,46.3,0
105718,63,Male,Premium,36.86,14,7,26.02,2,0,9,6.9,38.7,2,31.8,1
105719,49,Female,Basic,11.01,10,4,43.94,4,1,23,4.9,52.4,0,32.4,1
105720,22,Female,Standard,20.729999999999997,58,9,10.94,2,0,6,6.5,93.1,0,46.6,0
105721,55,Other,Standard,20.84,22,6,16.88,0,1,15,4.1,27.8,0,21.4,0
105722,27,Female,Standard,20.54,31,9,20.96,2,1,10,5.9,48.4,1,33.1,0
105723,57,Other,Premium,38.47,13,15,16.22,4,0,4,8.0,57.0,1,42.4,0
105724,63,Male,Standard,21.919999999999998,17,5,16.18,1,0,1,5.3,30.8,1,24.1,0
105725,41,Female,Standard,21.979999999999997,1,10,26.05,2,0,16,7.7,73.8,0,45.4,0
105726,52,Female,Basic,8.41,14,11,12.88,2,0,8,10.0,41.7,0,39.4,0
105727,61,Male,Premium,41.050000000000004,44,6,10.77,1,1,4,7.1,73.1,1,40.3,0
105728,65,Male,Standard,21.74,39,12,11.36,2,1,38,5.4,55.9,0,34.8,0
105729,40,Other,Basic,9.05,35,12,3.24,0,0,10,7.3,57.4,1,38.2,0
105730,34,Male,Standard,19.4,55,10,11.73,2,0,12,9.4,67.7,3,45.4,0
105731,18,Female,Basic,11.06,53,7,36.03,2,1,11,6.9,79.1,1,45.0,0
105732,48,Male,Basic,6.970000000000001,1,8,4.41,0,2,1,5.5,70.2,1,36.6,0
105733,48,Male,Premium,37.81,27,7,6.29,0,0,8,5.7,56.1,0,32.4,0
105734,59,Male,Standard,18.009999999999998,56,4,38.36,0,2,13,6.8,44.3,1,33.2,1
105735,59,Male,Basic,6.4,45,8,1.8,1,0,10,4.7,55.5,1,30.2,0
105736,51,Female,Standard,22.159999999999997,57,5,17.28,1,1,11,9.2,41.7,1,35.3,0
105737,26,Female,Premium,36.010000000000005,22,5,16.1,0,0,5,4.3,70.5,0,34.0,0
105738,39,Male,Basic,10.68,34,4,47.38,3,0,31,8.3,66.7,1,43.9,1
105739,30,Male,Standard,21.61,9,11,21.99,2,0,8,10.0,34.6,0,38.3,0
105740,42,Male,Standard,19.4,50,8,19.92,0,0,3,7.2,33.1,0,30.5,0
105741,65,Male,Basic,8.65,54,9,62.23,1,0,19,7.0,36.5,0,36.4,0
105742,35,Female,Standard,20.459999999999997,58,6,30.15,3,0,4,6.6,56.8,1,36.6,0
105743,68,Male,Basic,9.99,36,9,10.84,3,0,44,8.4,82.7,1,47.3,0
105744,29,Male,Standard,22.0,48,7,16.25,1,0,1,8.3,36.6,0,32.9,0
105745,57,Female,Premium,34.730000000000004,32,9,14.65,0,0,8,6.8,37.8,2,31.1,0
105746,34,Male,Basic,8.15,38,10,6.45,3,2,31,6.9,78.0,1,42.9,1
105747,32,Male,Premium,41.11,20,5,31.2,4,1,41,3.0,70.8,0,33.2,1
105748,59,Male,Standard,20.09,27,10,9.06,1,0,13,7.6,76.8,0,44.2,0
105749,32,Female,Basic,11.49,3,11,21.25,0,1,16,5.4,58.6,0,36.2,0
105750,32,Female,Standard,20.509999999999998,11,9,72.72,1,0,0,4.5,57.3,1,38.8,0
105751,56,Female,Basic,9.72,24,7,28.86,0,1,8,8.2,83.2,0,48.1,0
105752,30,Male,Premium,39.39,29,8,8.24,1,0,10,8.1,76.1,1,43.9,0
105753,34,Male,Standard,24.64,5,8,15.49,2,1,10,7.4,52.9,0,36.4,0
105754,49,Female,Standard,23.06,33,9,7.53,0,2,18,9.1,100.0,1,53.5,0
105755,26,Female,Standard,20.979999999999997,8,6,18.13,2,0,7,8.6,5.8,0,24.0,1
105756,57,Other,Standard,20.15,19,7,7.58,5,1,17,7.4,55.4,2,35.8,1
105757,37,Male,Premium,41.07,4,10,18.17,2,0,11,5.4,86.2,0,43.7,0
105758,43,Male,Standard,21.639999999999997,41,8,44.62,1,0,1,5.9,61.3,0,39.1,0
105759,44,Female,Premium,40.830000000000005,35,6,24.96,2,0,5,7.7,79.3,1,45.0,0
105760,38,Female,Standard,18.49,30,7,13.33,0,1,10,8.2,56.3,0,38.3,0
105761,35,Female,Basic,13.56,5,8,19.32,1,0,8,7.2,79.1,0,44.3,0
105762,30,Female,Premium,40.480000000000004,48,6,9.29,4,0,16,10.0,64.1,1,43.3,1
105763,33,Female,Standard,24.02,40,6,24.93,1,1,9,5.2,54.7,1,32.6,0
105764,26,Female,Standard,20.36,38,5,4.18,1,1,7,8.8,40.5,1,32.7,1
105765,29,Female,Premium,39.5,3,8,34.56,1,0,4,3.6,78.8,2,38.7,0
105766,61,Other,Basic,12.76,16,8,48.54,2,0,2,8.9,78.3,1,50.7,0
105767,55,Female,Standard,20.59,8,5,36.7,1,0,1,6.1,61.4,0,37.2,0
105768,36,Male,Basic,10.26,45,8,4.88,0,0,39,5.6,47.5,0,30.0,0
105769,24,Male,Standard,17.59,5,8,12.44,2,0,36,7.1,17.7,0,24.9,1
105770,52,Female,Premium,41.31,38,4,62.02,0,0,9,7.4,17.9,0,29.1,1
105771,65,Male,Premium,39.0,59,12,17.63,2,0,2,7.9,100.0,0,53.8,0
105772,35,Female,Standard,19.09,35,8,11.15,0,0,26,6.6,70.8,2,39.7,0
105773,33,Male,Standard,19.009999999999998,8,10,3.08,2,1,9,5.5,51.1,0,31.7,1
105774,56,Male,Premium,40.870000000000005,36,11,15.68,1,0,8,10.0,46.5,0,41.2,0
105775,21,Female,Standard,16.919999999999998,25,7,22.37,0,0,1,7.3,49.7,2,35.5,0
105776,42,Male,Basic,9.57,53,10,21.88,1,0,9,6.0,56.1,1,36.3,0
105777,49,Male,Standard,21.95,49,10,30.18,0,1,0,4.4,50.8,2,32.4,0
105778,57,Male,Premium,37.5,57,7,8.51,0,1,6,5.2,39.5,1,26.7,0
105779,30,Female,Premium,40.34,8,11,22.98,2,0,5,5.2,61.4,2,36.9,0
105780,62,Male,Standard,18.729999999999997,21,9,13.78,1,2,7,6.5,78.9,1,42.7,0
105781,34,Female,Premium,39.18,51,6,4.86,2,2,5,9.0,51.4,0,37.0,1
105782,66,Male,Basic,13.3,46,7,12.19,0,0,18,7.1,21.8,1,25.6,0
105783,54,Female,Basic,6.69,9,11,18.7,1,0,30,7.8,7.6,1,25.5,0
105784,23,Male,Premium,41.52,32,11,1.66,1,2,6,8.7,78.4,0,46.6,0
105785,36,Male,Basic,9.030000000000001,44,6,42.44,2,0,0,10.0,40.3,0,39.8,0
105786,30,Male,Basic,8.93,13,7,1.51,0,0,41,6.7,66.0,0,36.9,0
105787,43,Male,Standard,17.77,23,5,15.85,1,0,10,8.5,58.2,0,38.7,0
105788,31,Female,Standard,21.5,59,14,6.48,2,0,15,8.8,41.4,0,37.7,0
105789,48,Male,Standard,19.61,8,6,14.91,2,0,3,6.9,22.5,0,25.2,1
105790,21,Male,Basic,9.35,35,12,20.13,1,0,23,7.8,93.6,0,51.9,0
105791,56,Female,Premium,40.21,54,6,10.24,1,0,1,5.6,32.9,0,25.2,0
105792,25,Male,Premium,39.65,28,11,11.67,0,1,15,5.7,64.0,1,37.4,0
105793,42,Male,Basic,5.99,15,5,10.41,1,0,2,8.5,54.2,1,36.9,0
105794,30,Female,Standard,19.009999999999998,52,11,10.22,3,0,2,5.5,57.4,1,34.9,1
105795,49,Female,Standard,21.779999999999998,29,5,23.57,2,0,43,6.1,49.2,0,32.1,1
105796,55,Male,Standard,16.979999999999997,51,11,14.13,1,0,0,7.0,39.4,0,32.9,0
105797,55,Male,Basic,7.8100000000000005,4,9,12.03,1,1,26,8.9,86.6,0,49.6,0
105798,45,Other,Standard,19.139999999999997,34,9,7.0,2,0,4,6.2,69.4,2,38.5,0
105799,47,Male,Basic,8.540000000000001,37,10,16.66,2,0,24,5.9,59.3,0,36.4,0
105800,20,Other,Basic,9.93,24,3,7.13,1,0,0,8.0,62.0,0,36.9,1
105801,45,Male,Standard,17.799999999999997,21,2,24.09,0,0,8,5.8,94.8,0,43.7,0
105802,20,Female,Standard,19.209999999999997,2,8,7.87,0,0,22,4.5,59.9,1,31.8,0
105803,62,Male,Standard,19.889999999999997,7,6,9.39,1,0,6,7.5,83.7,0,44.2,0
105804,51,Female,Standard,21.29,56,6,22.07,0,0,9,9.1,41.3,2,36.0,0
105805,33,Male,Basic,12.48,11,6,19.74,0,1,31,10.0,40.0,0,37.2,0
105806,39,Female,Standard,19.47,12,9,41.41,1,0,10,6.4,44.9,1,35.4,0
105807,49,Male,Basic,13.77,4,12,24.53,2,2,0,7.6,78.4,1,47.4,0
105808,55,Male,Standard,19.619999999999997,35,4,35.93,3,0,10,5.6,63.1,0,36.1,1
105809,25,Female,Standard,21.65,40,5,32.91,2,1,4,8.1,31.1,0,31.7,1
105810,25,Female,Standard,23.849999999999998,26,6,16.83,0,0,3,8.0,67.8,1,41.2,0
105811,23,Female,Standard,20.27,18,9,21.69,3,0,1,5.1,37.8,0,28.4,1
105812,31,Male,Standard,17.24,55,6,34.03,1,1,1,8.6,42.4,0,36.7,0
105813,49,Female,Premium,40.17,58,7,41.43,1,0,26,5.7,72.7,0,41.3,0
105814,52,Male,Standard,18.77,56,11,53.82,0,0,15,7.6,34.4,0,37.0,0
105815,27,Other,Standard,19.439999999999998,37,11,20.87,1,1,20,4.2,34.2,0,26.5,0
105816,20,Female,Premium,43.96,16,10,15.8,0,0,37,7.7,44.6,1,35.5,0
105817,29,Male,Standard,17.54,55,7,30.21,0,3,0,6.0,24.5,1,26.2,1
105818,66,Female,Standard,20.59,12,8,14.94,0,1,20,6.9,76.4,0,42.4,0
105819,48,Female,Basic,8.23,41,8,13.09,0,0,52,5.5,23.7,1,23.6,0
105820,46,Male,Basic,9.370000000000001,40,7,15.33,2,1,10,6.6,53.5,0,34.5,1
105821,22,Female,Standard,21.479999999999997,37,10,8.53,0,0,23,8.1,57.3,0,39.3,0
105822,69,Male,Standard,20.63,52,15,14.81,1,0,12,9.5,73.3,0,50.1,0
105823,42,Female,Standard,19.54,19,8,23.49,1,0,15,7.3,50.9,2,36.5,0
105824,58,Male,Premium,38.690000000000005,15,7,8.11,5,0,7,5.4,82.3,1,39.9,0
105825,48,Male,Basic,10.620000000000001,22,10,31.83,2,1,2,9.6,23.9,0,34.9,0
105826,38,Male,Standard,23.409999999999997,20,8,25.74,1,1,2,5.8,39.0,1,30.2,0
105827,37,Female,Standard,18.189999999999998,43,8,21.4,1,2,45,5.9,55.1,0,34.7,1
105828,56,Female,Standard,23.81,52,11,9.15,2,0,8,5.5,31.9,0,27.1,0
105829,39,Other,Premium,42.39,13,8,16.87,1,0,10,7.6,17.1,0,26.2,0
105830,21,Male,Basic,12.73,23,8,20.93,0,1,17,7.9,69.0,0,42.8,0
105831,30,Male,Basic,10.61,31,8,7.67,0,0,62,5.6,50.6,3,31.2,0
105832,62,Female,Standard,22.33,26,5,19.87,0,0,0,6.0,67.6,1,37.0,0
105833,59,Female,Standard,17.97,45,5,11.11,1,1,45,6.4,62.4,3,35.3,1
105834,67,Male,Standard,18.65,32,7,34.47,3,0,0,7.8,36.2,0,33.8,0
105835,66,Male,Premium,41.52,21,10,18.76,3,0,6,6.2,89.5,1,46.3,0
105836,37,Female,Basic,10.58,17,9,17.12,0,1,5,7.7,42.3,0,34.5,0
105837,69,Male,Standard,19.689999999999998,29,5,33.6,2,0,2,7.0,28.7,1,28.8,0
105838,30,Female,Standard,14.979999999999999,53,6,45.91,1,0,1,6.1,64.7,0,39.7,0
105839,34,Female,Premium,39.120000000000005,29,9,7.16,1,0,4,6.4,78.9,1,41.8,0
105840,53,Female,Premium,37.64,48,8,17.17,1,1,4,5.2,78.3,0,39.8,0
105841,50,Female,Standard,20.979999999999997,22,11,19.83,0,1,64,7.6,33.2,0,32.9,0
105842,18,Male,Standard,19.61,49,10,34.27,0,0,2,8.4,63.9,0,44.8,0
105843,32,Female,Basic,8.73,19,8,15.34,0,1,23,7.9,7.7,0,23.8,0
105844,30,Female,Basic,15.280000000000001,54,8,7.63,0,0,9,8.6,70.3,0,43.1,0
105845,34,Male,Standard,22.07,14,13,7.16,1,0,4,7.6,45.5,1,36.1,0
105846,41,Female,Standard,22.099999999999998,55,10,12.21,1,0,39,4.9,50.0,0,31.2,1
105847,25,Male,Standard,24.39,39,9,45.22,2,1,10,4.8,37.7,5,30.4,0
105848,67,Female,Standard,21.59,23,11,5.13,3,0,40,8.1,71.0,0,43.6,0
105849,44,Male,Standard,18.45,41,8,13.38,1,2,35,5.9,69.9,0,38.3,1
105850,62,Female,Standard,18.209999999999997,2,9,17.11,1,1,14,7.3,88.1,0,47.4,0
105851,40,Male,Basic,11.92,51,10,7.52,0,1,36,7.9,62.2,0,40.3,0
105852,63,Male,Basic,5.87,55,5,13.93,0,0,9,10.0,60.3,1,42.1,0
105853,25,Other,Basic,9.83,32,7,46.3,2,0,7,10.0,49.9,0,43.6,0
105854,25,Female,Premium,35.650000000000006,38,7,16.07,2,0,1,8.4,21.4,0,28.5,0
105855,43,Male,Basic,10.19,33,13,3.35,1,0,14,6.4,45.8,0,33.4,0
105856,64,Male,Premium,41.7,58,8,2.53,2,0,0,8.1,32.4,0,30.2,0
105857,30,Male,Basic,10.55,7,9,6.99,0,0,0,8.5,28.0,0,30.7,0
105858,56,Female,Standard,21.869999999999997,48,10,18.79,1,0,12,9.4,50.4,1,41.0,0
105859,54,Female,Premium,43.92,34,6,8.18,0,0,2,9.8,45.3,1,37.1,0
105860,66,Female,Standard,19.7,4,7,4.94,1,1,11,4.9,61.5,0,32.3,0
105861,45,Female,Basic,15.61,23,7,10.25,1,0,19,6.2,41.6,1,29.5,1
105862,42,Female,Basic,10.42,20,11,5.78,1,1,10,5.8,34.4,2,28.1,1
105863,33,Male,Premium,41.89,22,10,31.83,1,1,17,5.8,64.0,0,39.3,0
105864,19,Male,Standard,18.77,46,11,25.87,3,0,2,5.9,50.9,2,35.4,0
105865,35,Female,Standard,23.229999999999997,29,7,9.9,1,0,8,6.3,41.3,2,29.6,0
105866,34,Female,Standard,22.07,43,7,6.49,1,0,0,9.3,55.1,0,39.4,0
105867,47,Female,Basic,12.93,41,4,13.22,1,1,0,8.1,27.5,1,27.9,1
105868,56,Female,Basic,10.1,37,11,15.61,3,0,10,7.1,61.1,1,39.8,0
105869,30,Female,Standard,17.479999999999997,3,4,1.4,3,0,5,10.0,48.7,1,36.8,1
105870,49,Female,Standard,20.91,22,4,16.45,2,0,2,9.7,68.1,0,43.7,0
105871,67,Male,Basic,6.6,20,5,2.22,3,0,19,7.9,45.0,0,32.0,0
105872,46,Male,Standard,19.319999999999997,25,8,1.56,2,0,20,7.4,70.3,0,40.1,0
105873,63,Other,Premium,40.370000000000005,34,11,27.23,1,0,0,9.3,73.3,1,49.1,0
105874,47,Female,Premium,44.74,42,9,1.73,1,0,40,8.8,76.6,0,45.3,0
105875,35,Male,Basic,10.63,53,5,15.88,1,1,10,6.0,59.4,0,34.1,1
105876,30,Male,Basic,10.27,29,7,3.59,1,0,3,3.9,72.1,2,33.3,0
105877,60,Male,Premium,39.86,57,6,2.33,1,0,12,5.7,47.6,0,28.9,0
105878,38,Male,Basic,7.3100000000000005,10,12,16.08,2,1,55,8.7,42.0,0,37.8,0
105879,47,Female,Basic,10.16,39,11,31.58,2,0,10,5.2,27.7,1,27.7,0
105880,38,Male,Premium,40.2,47,5,4.31,2,0,8,9.2,65.0,0,40.9,1
105881,65,Female,Basic,8.05,37,5,5.56,1,0,4,9.2,48.1,1,35.9,0
105882,34,Male,Standard,17.619999999999997,40,9,18.27,2,0,17,8.5,25.6,2,31.2,0
105883,57,Female,Standard,19.029999999999998,50,9,6.38,2,1,3,4.4,69.0,1,34.7,0
105884,36,Male,Premium,40.120000000000005,20,7,24.75,0,0,3,7.5,55.1,0,37.8,0
105885,69,Female,Basic,9.07,38,12,38.22,2,0,51,5.0,75.9,1,43.0,0
105886,32,Female,Premium,37.89,23,10,21.89,1,0,21,7.7,31.5,1,32.3,0
105887,26,Female,Standard,20.569999999999997,11,11,3.21,0,0,8,5.5,88.1,0,43.3,0
105888,69,Male,Standard,21.07,8,19,16.69,1,1,4,7.1,36.0,0,36.4,0
105889,27,Male,Basic,10.23,29,12,9.27,0,1,1,1.9,90.3,0,37.9,0
105890,61,Male,Basic,8.86,36,9,7.27,2,1,5,10.0,53.8,0,41.4,0
105891,48,Male,Standard,21.18,25,10,13.93,0,0,14,5.9,76.8,0,41.4,0
105892,40,Female,Standard,19.61,39,4,16.8,1,0,8,8.4,83.5,0,45.7,0
105893,69,Female,Premium,37.61,34,10,24.31,1,0,6,9.4,62.3,0,45.2,0
105894,47,Female,Standard,22.06,47,5,12.97,0,0,15,3.9,36.7,0,22.8,1
105895,50,Female,Standard,20.7,32,5,28.92,0,0,22,9.6,52.5,1,40.7,0
105896,69,Male,Standard,19.75,41,5,41.77,3,0,5,4.7,33.2,0,26.5,1
105897,26,Male,Standard,16.849999999999998,23,4,1.0,1,1,17,8.6,35.2,2,29.9,1
105898,64,Male,Standard,18.5,21,8,14.45,1,0,46,6.6,52.9,2,34.7,0
105899,18,Female,Basic,14.030000000000001,19,9,25.63,1,0,22,8.3,57.5,2,41.2,0
105900,61,Female,Premium,36.97,25,7,11.01,1,0,19,5.1,44.5,1,28.3,0
105901,52,Male,Standard,19.49,23,4,11.98,2,0,3,8.2,62.4,1,38.5,0
105902,28,Male,Standard,19.959999999999997,19,10,28.21,2,0,18,7.9,63.9,0,43.1,1
105903,51,Female,Standard,20.63,5,7,8.64,1,0,6,8.3,54.7,3,37.5,0
105904,33,Female,Standard,17.0,19,6,8.14,0,0,9,8.0,56.8,1,36.9,0
105905,26,Female,Basic,10.34,35,3,22.28,1,0,31,8.5,59.1,0,38.7,1
105906,49,Male,Basic,6.62,12,7,28.02,0,1,3,7.2,61.7,1,39.5,0
105907,32,Male,Premium,40.18,39,4,1.5,2,0,0,5.5,83.3,0,38.2,1
105908,29,Other,Basic,8.69,25,8,7.48,2,0,54,5.4,53.5,0,31.7,1
105909,50,Female,Standard,18.259999999999998,5,9,62.62,2,0,10,5.5,90.9,0,49.7,0
105910,62,Male,Basic,11.66,12,5,9.53,0,0,0,9.6,47.3,1,36.9,0
105911,31,Female,Basic,9.52,27,10,80.26,1,0,9,8.9,80.9,0,56.0,0
105912,25,Female,Basic,10.94,4,10,42.24,1,0,4,6.8,92.0,1,50.9,0
105913,25,Male,Standard,21.0,52,10,11.45,3,1,0,4.6,100.0,1,45.5,0
105914,44,Male,Standard,22.529999999999998,19,8,44.51,2,0,13,7.2,72.4,1,45.1,0
105915,29,Male,Basic,7.57,45,8,46.63,1,1,18,5.8,53.5,0,36.8,0
105916,18,Male,Basic,11.83,47,4,2.7,3,0,12,7.9,59.1,0,35.8,1
105917,60,Female,Premium,40.02,24,8,17.08,3,0,1,8.0,40.5,1,34.0,0
105918,57,Male,Standard,19.229999999999997,42,4,29.97,1,0,1,7.6,65.6,0,40.2,0
105919,59,Female,Premium,37.690000000000005,28,5,49.99,2,1,39,6.6,68.4,0,41.8,1
105920,68,Other,Premium,41.2,33,9,7.46,1,0,17,9.7,35.8,1,35.5,0
105921,28,Male,Premium,38.15,35,6,7.7,1,1,30,9.3,100.0,0,52.5,1
105922,56,Male,Premium,41.03,50,7,20.41,1,1,3,6.2,95.4,0,46.8,0
105923,60,Female,Basic,13.85,16,8,6.43,1,1,5,7.7,54.0,1,36.3,0
105924,48,Female,Premium,41.95,12,11,13.11,0,0,2,9.8,46.4,1,40.5,0
105925,34,Female,Premium,42.77,16,10,12.02,1,0,3,5.7,53.6,0,33.8,0
105926,50,Male,Premium,38.550000000000004,11,7,25.77,3,0,30,6.0,71.7,0,39.9,1
105927,49,Male,Basic,11.52,43,5,18.07,2,0,42,10.0,82.8,0,49.3,1
105928,46,Female,Premium,37.7,28,9,43.37,1,2,7,7.9,36.2,1,36.0,0
105929,38,Other,Standard,19.52,23,6,8.91,1,0,24,7.6,55.8,0,35.9,0
105930,38,Male,Standard,23.47,54,8,22.8,1,0,14,6.2,64.5,0,38.3,0
105931,57,Female,Basic,8.77,46,7,20.06,2,1,6,8.1,6.8,1,24.0,1
105932,40,Male,Basic,12.21,17,7,12.83,1,0,27,10.0,26.9,0,33.0,0
105933,23,Other,Premium,42.02,19,9,10.94,0,1,8,7.6,85.0,4,46.4,0
105934,39,Female,Standard,22.139999999999997,11,5,15.46,1,1,5,7.3,60.7,2,37.0,0
105935,67,Male,Basic,7.460000000000001,4,11,6.92,1,0,15,6.6,57.5,2,36.7,0
105936,55,Female,Premium,41.04,10,10,8.65,0,0,6,8.0,38.7,1,33.6,0
105937,54,Male,Basic,9.68,59,13,37.8,2,1,2,7.5,50.8,1,40.9,0
105938,62,Male,Standard,22.169999999999998,55,4,9.5,0,0,15,6.6,78.7,2,39.9,0
105939,68,Male,Basic,6.68,19,7,5.13,2,1,3,7.4,49.7,1,33.8,1
105940,25,Male,Basic,10.73,36,11,23.03,2,0,1,7.0,43.9,0,35.2,0
